Movie,Question,Answer,Film,Song
Vinaya Vidheya Rama,Complete the lyric: 'Ee bandham leni bandhuvulu; Kalisuntaranta yenaleni rojulu; Laali jo lali ___',JO,Vinaya Vidheya Rama,Amma Naana
Vinaya Vidheya Rama,Who is the music director for the song with the lyrics snippet 'Ee bandham leni bandhuvulu; Kalisuntaranta yenaleni rojulu; Laali jo lali jo'?,DEVISRIPRASAD,Vinaya Vidheya Rama,Amma Naana
Vinaya Vidheya Rama,Who penned the lyrics to the song with the lyrics snippet 'Ee bandham leni bandhuvulu; Kalisuntaranta yenaleni rojulu; Laali jo lali jo'?,RAMAJOGAYYASASTRY,Vinaya Vidheya Rama,Amma Naana
Vinaya Vidheya Rama,Which movie has the song with the following lyrics snippet from: 'Ee bandham leni bandhuvulu; Kalisuntaranta yenaleni rojulu; Laali jo lali jo'?,VINAYAVIDHEYARAMA,Vinaya Vidheya Rama,Amma Naana
Vinaya Vidheya Rama,Who sang the song with the lyrics snippet 'Ee bandham leni bandhuvulu; Kalisuntaranta yenaleni rojulu; Laali jo lali jo'?,KAALABHAIRAVA,Vinaya Vidheya Rama,Amma Naana
Vinaya Vidheya Rama,Complete the lyric: 'Oka raktham kaane kaakunnaa; Antha ___ minnai kalisaaruga; Ee bhandham pere vivarangaa',KANNA,Vinaya Vidheya Rama,Amma Naana
Vinaya Vidheya Rama,Who is the music director for the song with the lyrics snippet 'Oka raktham kaane kaakunnaa; Antha kanna minnai kalisaaruga; Ee bhandham pere vivarangaa'?,DEVISRIPRASAD,Vinaya Vidheya Rama,Amma Naana
Vinaya Vidheya Rama,Who penned the lyrics to the song with the lyrics snippet 'Oka raktham kaane kaakunnaa; Antha kanna minnai kalisaaruga; Ee bhandham pere vivarangaa'?,RAMAJOGAYYASASTRY,Vinaya Vidheya Rama,Amma Naana
Vinaya Vidheya Rama,Which movie has the song with the following lyrics snippet from: 'Oka raktham kaane kaakunnaa; Antha kanna minnai kalisaaruga; Ee bhandham pere vivarangaa'?,VINAYAVIDHEYARAMA,Vinaya Vidheya Rama,Amma Naana
Vinaya Vidheya Rama,Who sang the song with the lyrics snippet 'Oka raktham kaane kaakunnaa; Antha kanna minnai kalisaaruga; Ee bhandham pere vivarangaa'?,KAALABHAIRAVA,Vinaya Vidheya Rama,Amma Naana
Vinaya Vidheya Rama,Complete the lyric: 'Kalisuntaranta yenaleni rojulu; Laali jo lali jo; ___ jo lali jo',LAALI,Vinaya Vidheya Rama,Amma Naana
Vinaya Vidheya Rama,Who is the music director for the song with the lyrics snippet 'Kalisuntaranta yenaleni rojulu; Laali jo lali jo; Laali jo lali jo'?,DEVISRIPRASAD,Vinaya Vidheya Rama,Amma Naana
Vinaya Vidheya Rama,Who penned the lyrics to the song with the lyrics snippet 'Kalisuntaranta yenaleni rojulu; Laali jo lali jo; Laali jo lali jo'?,RAMAJOGAYYASASTRY,Vinaya Vidheya Rama,Amma Naana
Vinaya Vidheya Rama,Which movie has the song with the following lyrics snippet from: 'Kalisuntaranta yenaleni rojulu; Laali jo lali jo; Laali jo lali jo'?,VINAYAVIDHEYARAMA,Vinaya Vidheya Rama,Amma Naana
Vinaya Vidheya Rama,Who sang the song with the lyrics snippet 'Kalisuntaranta yenaleni rojulu; Laali jo lali jo; Laali jo lali jo'?,KAALABHAIRAVA,Vinaya Vidheya Rama,Amma Naana
Aravinda Sametha Veera Raghava,Complete the lyric: 'Manave vinave ___ Sarele anave kanuvindaa; Valape manaki raasunde',ARAVINDA,Aravinda Sametha Veera Raghava,Anaganaganaga
Aravinda Sametha Veera Raghava,Who is the music director for the song with the lyrics snippet 'Manave vinave aravinda; Sarele anave kanuvindaa; Valape manaki raasunde'?,SSTHAMAN,Aravinda Sametha Veera Raghava,Anaganaganaga
Aravinda Sametha Veera Raghava,Who penned the lyrics to the song with the lyrics snippet 'Manave vinave aravinda; Sarele anave kanuvindaa; Valape manaki raasunde'?,SIRIVENNELASEETHARAMASASTRY,Aravinda Sametha Veera Raghava,Anaganaganaga
Aravinda Sametha Veera Raghava,Which movie has the song with the following lyrics snippet from: 'Manave vinave aravinda; Sarele anave kanuvindaa; Valape manaki raasunde'?,ARAVINDASAMETHAVEERARAGHAVA,Aravinda Sametha Veera Raghava,Anaganaganaga
Aravinda Sametha Veera Raghava,Who sang the song with the lyrics snippet 'Manave vinave aravinda; Sarele anave kanuvindaa; Valape manaki raasunde'?,ARMAANMALIK,Aravinda Sametha Veera Raghava,Anaganaganaga
Aravinda Sametha Veera Raghava,Complete the lyric: 'Sarele anave kanuvindaa; Valape manaki raasunde; Kaadante ___',SARIPOTHUNDAA,Aravinda Sametha Veera Raghava,Anaganaganaga
Aravinda Sametha Veera Raghava,Who is the music director for the song with the lyrics snippet 'Sarele anave kanuvindaa; Valape manaki raasunde; Kaadante saripothundaa'?,SSTHAMAN,Aravinda Sametha Veera Raghava,Anaganaganaga
Aravinda Sametha Veera Raghava,Who penned the lyrics to the song with the lyrics snippet 'Sarele anave kanuvindaa; Valape manaki raasunde; Kaadante saripothundaa'?,SIRIVENNELASEETHARAMASASTRY,Aravinda Sametha Veera Raghava,Anaganaganaga
Aravinda Sametha Veera Raghava,Which movie has the song with the following lyrics snippet from: 'Sarele anave kanuvindaa; Valape manaki raasunde; Kaadante saripothundaa'?,ARAVINDASAMETHAVEERARAGHAVA,Aravinda Sametha Veera Raghava,Anaganaganaga
Aravinda Sametha Veera Raghava,Who sang the song with the lyrics snippet 'Sarele anave kanuvindaa; Valape manaki raasunde; Kaadante saripothundaa'?,ARMAANMALIK,Aravinda Sametha Veera Raghava,Anaganaganaga
Aravinda Sametha Veera Raghava,Complete the lyric: 'Anthaa maayala undhi; Ayinaa haayiga undhi; ___ unna baane undhe',BRAMALA,Aravinda Sametha Veera Raghava,Anaganaganaga
Aravinda Sametha Veera Raghava,Who is the music director for the song with the lyrics snippet 'Anthaa maayala undhi; Ayinaa haayiga undhi; Bramala unna baane undhe'?,SSTHAMAN,Aravinda Sametha Veera Raghava,Anaganaganaga
Aravinda Sametha Veera Raghava,Who penned the lyrics to the song with the lyrics snippet 'Anthaa maayala undhi; Ayinaa haayiga undhi; Bramala unna baane undhe'?,SIRIVENNELASEETHARAMASASTRY,Aravinda Sametha Veera Raghava,Anaganaganaga
Aravinda Sametha Veera Raghava,Which movie has the song with the following lyrics snippet from: 'Anthaa maayala undhi; Ayinaa haayiga undhi; Bramala unna baane undhe'?,ARAVINDASAMETHAVEERARAGHAVA,Aravinda Sametha Veera Raghava,Anaganaganaga
Aravinda Sametha Veera Raghava,Who sang the song with the lyrics snippet 'Anthaa maayala undhi; Ayinaa haayiga undhi; Bramala unna baane undhe'?,ARMAANMALIK,Aravinda Sametha Veera Raghava,Anaganaganaga
Aravinda Sametha Veera Raghava,Complete the lyric: 'Hey nuvvu ganna nalusunaina; Talasi ___ raara penimiti; Niddarani irisesei Reppalni therisaanu',TALASI,Aravinda Sametha Veera Raghava,Peniviti
Aravinda Sametha Veera Raghava,Who is the music director for the song with the lyrics snippet 'Hey nuvvu ganna nalusunaina; Talasi talasi raara penimiti; Niddarani irisesei Reppalni therisaanu'?,SSTHAMAN,Aravinda Sametha Veera Raghava,Peniviti
Aravinda Sametha Veera Raghava,Who penned the lyrics to the song with the lyrics snippet 'Hey nuvvu ganna nalusunaina; Talasi talasi raara penimiti; Niddarani irisesei Reppalni therisaanu'?,RAMAJOGAYYASASTRY,Aravinda Sametha Veera Raghava,Peniviti
Aravinda Sametha Veera Raghava,Which movie has the song with the following lyrics snippet from: 'Hey nuvvu ganna nalusunaina; Talasi talasi raara penimiti; Niddarani irisesei Reppalni therisaanu'?,ARAVINDASAMETHAVEERARAGHAVA,Aravinda Sametha Veera Raghava,Peniviti
Aravinda Sametha Veera Raghava,Who sang the song with the lyrics snippet 'Hey nuvvu ganna nalusunaina; Talasi talasi raara penimiti; Niddarani irisesei Reppalni therisaanu'?,KAALABHAIRAVA,Aravinda Sametha Veera Raghava,Peniviti
Aravinda Sametha Veera Raghava,Complete the lyric: 'Kommallo sakkati Koyile okkati; Kommallo sakkati Koyile okkati; ___ gonthu chesi Paadathandhi',GUNDENE,Aravinda Sametha Veera Raghava,Peniviti
Aravinda Sametha Veera Raghava,Who is the music director for the song with the lyrics snippet 'Kommallo sakkati Koyile okkati; Kommallo sakkati Koyile okkati; Gundene gonthu chesi Paadathandhi'?,SSTHAMAN,Aravinda Sametha Veera Raghava,Peniviti
Aravinda Sametha Veera Raghava,Who penned the lyrics to the song with the lyrics snippet 'Kommallo sakkati Koyile okkati; Kommallo sakkati Koyile okkati; Gundene gonthu chesi Paadathandhi'?,RAMAJOGAYYASASTRY,Aravinda Sametha Veera Raghava,Peniviti
Aravinda Sametha Veera Raghava,Which movie has the song with the following lyrics snippet from: 'Kommallo sakkati Koyile okkati; Kommallo sakkati Koyile okkati; Gundene gonthu chesi Paadathandhi'?,ARAVINDASAMETHAVEERARAGHAVA,Aravinda Sametha Veera Raghava,Peniviti
Aravinda Sametha Veera Raghava,Who sang the song with the lyrics snippet 'Kommallo sakkati Koyile okkati; Kommallo sakkati Koyile okkati; Gundene gonthu chesi Paadathandhi'?,KAALABHAIRAVA,Aravinda Sametha Veera Raghava,Peniviti
Aravinda Sametha Veera Raghava,Complete the lyric: 'Ennenni nallainadho; Ninu zoosi kallaaraa; Chimmati cheekati Kammati ___',SANGATI,Aravinda Sametha Veera Raghava,Peniviti
Aravinda Sametha Veera Raghava,Who is the music director for the song with the lyrics snippet 'Ennenni nallainadho; Ninu zoosi kallaaraa; Chimmati cheekati Kammati sangati'?,SSTHAMAN,Aravinda Sametha Veera Raghava,Peniviti
Aravinda Sametha Veera Raghava,Who penned the lyrics to the song with the lyrics snippet 'Ennenni nallainadho; Ninu zoosi kallaaraa; Chimmati cheekati Kammati sangati'?,RAMAJOGAYYASASTRY,Aravinda Sametha Veera Raghava,Peniviti
Aravinda Sametha Veera Raghava,Which movie has the song with the following lyrics snippet from: 'Ennenni nallainadho; Ninu zoosi kallaaraa; Chimmati cheekati Kammati sangati'?,ARAVINDASAMETHAVEERARAGHAVA,Aravinda Sametha Veera Raghava,Peniviti
Aravinda Sametha Veera Raghava,Who sang the song with the lyrics snippet 'Ennenni nallainadho; Ninu zoosi kallaaraa; Chimmati cheekati Kammati sangati'?,KAALABHAIRAVA,Aravinda Sametha Veera Raghava,Peniviti
Aravinda Sametha Veera Raghava,Complete the lyric: 'Naraka swargaavani dhaati; Vennamaarkulu ___ Thidhi andhu raaraani',DHAATI,Aravinda Sametha Veera Raghava,Yeda Poyinado
Aravinda Sametha Veera Raghava,Who is the music director for the song with the lyrics snippet 'Naraka swargaavani dhaati; Vennamaarkulu dhaati; Thidhi andhu raaraani'?,SSTHAMAN,Aravinda Sametha Veera Raghava,Yeda Poyinado
Aravinda Sametha Veera Raghava,Who penned the lyrics to the song with the lyrics snippet 'Naraka swargaavani dhaati; Vennamaarkulu dhaati; Thidhi andhu raaraani'?,SIRIVENNELASEETHARAMASASTRY,Aravinda Sametha Veera Raghava,Yeda Poyinado
Aravinda Sametha Veera Raghava,Which movie has the song with the following lyrics snippet from: 'Naraka swargaavani dhaati; Vennamaarkulu dhaati; Thidhi andhu raaraani'?,ARAVINDASAMETHAVEERARAGHAVA,Aravinda Sametha Veera Raghava,Yeda Poyinado
Aravinda Sametha Veera Raghava,Complete the lyric: 'Athi sokhamu bothimey; Naraka swargaavani ___ Vennamaarkulu dhaati',DHAATI,Aravinda Sametha Veera Raghava,Yeda Poyinado
Aravinda Sametha Veera Raghava,Who is the music director for the song with the lyrics snippet 'Athi sokhamu bothimey; Naraka swargaavani dhaati; Vennamaarkulu dhaati'?,SSTHAMAN,Aravinda Sametha Veera Raghava,Yeda Poyinado
Aravinda Sametha Veera Raghava,Who penned the lyrics to the song with the lyrics snippet 'Athi sokhamu bothimey; Naraka swargaavani dhaati; Vennamaarkulu dhaati'?,SIRIVENNELASEETHARAMASASTRY,Aravinda Sametha Veera Raghava,Yeda Poyinado
Aravinda Sametha Veera Raghava,Which movie has the song with the following lyrics snippet from: 'Athi sokhamu bothimey; Naraka swargaavani dhaati; Vennamaarkulu dhaati'?,ARAVINDASAMETHAVEERARAGHAVA,Aravinda Sametha Veera Raghava,Yeda Poyinado
Aravinda Sametha Veera Raghava,Complete the lyric: 'Ram rudhiram; Ram maranam gelavam yevaram; Harom hari ___ kumaarulichina',NEE,Aravinda Sametha Veera Raghava,Yeda Poyinado
Aravinda Sametha Veera Raghava,Who is the music director for the song with the lyrics snippet 'Ram rudhiram; Ram maranam gelavam yevaram; Harom hari nee kumaarulichina'?,SSTHAMAN,Aravinda Sametha Veera Raghava,Yeda Poyinado
Aravinda Sametha Veera Raghava,Who penned the lyrics to the song with the lyrics snippet 'Ram rudhiram; Ram maranam gelavam yevaram; Harom hari nee kumaarulichina'?,SIRIVENNELASEETHARAMASASTRY,Aravinda Sametha Veera Raghava,Yeda Poyinado
Aravinda Sametha Veera Raghava,Which movie has the song with the following lyrics snippet from: 'Ram rudhiram; Ram maranam gelavam yevaram; Harom hari nee kumaarulichina'?,ARAVINDASAMETHAVEERARAGHAVA,Aravinda Sametha Veera Raghava,Yeda Poyinado
Aravinda Sametha Veera Raghava,Complete the lyric: 'Paitaaku paccha jenda choosi; ___ gandi; Yepuga oopuga yegabadathaandhe neekidi',AANAKATTU,Aravinda Sametha Veera Raghava,Reddy Ikkada Soodu
Aravinda Sametha Veera Raghava,Who is the music director for the song with the lyrics snippet 'Paitaaku paccha jenda choosi; Aanakattu gandi; Yepuga oopuga yegabadathaandhe neekidi'?,SSTHAMAN,Aravinda Sametha Veera Raghava,Reddy Ikkada Soodu
Aravinda Sametha Veera Raghava,Who penned the lyrics to the song with the lyrics snippet 'Paitaaku paccha jenda choosi; Aanakattu gandi; Yepuga oopuga yegabadathaandhe neekidi'?,RAMAJOGAYYASASTRY,Aravinda Sametha Veera Raghava,Reddy Ikkada Soodu
Aravinda Sametha Veera Raghava,Which movie has the song with the following lyrics snippet from: 'Paitaaku paccha jenda choosi; Aanakattu gandi; Yepuga oopuga yegabadathaandhe neekidi'?,ARAVINDASAMETHAVEERARAGHAVA,Aravinda Sametha Veera Raghava,Reddy Ikkada Soodu
Aravinda Sametha Veera Raghava,Complete the lyric: 'Seema ke sega pudathaadi; ___ nen ready; Antaane naa thaakidi',ALREADY,Aravinda Sametha Veera Raghava,Reddy Ikkada Soodu
Aravinda Sametha Veera Raghava,Who is the music director for the song with the lyrics snippet 'Seema ke sega pudathaadi; Already nen ready; Antaane naa thaakidi'?,SSTHAMAN,Aravinda Sametha Veera Raghava,Reddy Ikkada Soodu
Aravinda Sametha Veera Raghava,Who penned the lyrics to the song with the lyrics snippet 'Seema ke sega pudathaadi; Already nen ready; Antaane naa thaakidi'?,RAMAJOGAYYASASTRY,Aravinda Sametha Veera Raghava,Reddy Ikkada Soodu
Aravinda Sametha Veera Raghava,Which movie has the song with the following lyrics snippet from: 'Seema ke sega pudathaadi; Already nen ready; Antaane naa thaakidi'?,ARAVINDASAMETHAVEERARAGHAVA,Aravinda Sametha Veera Raghava,Reddy Ikkada Soodu
Aravinda Sametha Veera Raghava,Complete the lyric: 'Muttistha vedi; ___ bondu malle poola; Rayalori bandi',SISALAINA,Aravinda Sametha Veera Raghava,Reddy Ikkada Soodu
Aravinda Sametha Veera Raghava,Who is the music director for the song with the lyrics snippet 'Muttistha vedi; Sisalaina bondu malle poola; Rayalori bandi'?,SSTHAMAN,Aravinda Sametha Veera Raghava,Reddy Ikkada Soodu
Aravinda Sametha Veera Raghava,Who penned the lyrics to the song with the lyrics snippet 'Muttistha vedi; Sisalaina bondu malle poola; Rayalori bandi'?,RAMAJOGAYYASASTRY,Aravinda Sametha Veera Raghava,Reddy Ikkada Soodu
Aravinda Sametha Veera Raghava,Which movie has the song with the following lyrics snippet from: 'Muttistha vedi; Sisalaina bondu malle poola; Rayalori bandi'?,ARAVINDASAMETHAVEERARAGHAVA,Aravinda Sametha Veera Raghava,Reddy Ikkada Soodu
Aravinda Sametha Veera Raghava,Complete the lyric: 'Bangaru thalli; Sathyamaina peddha reddemma..; ___ peddha reddemma..',SATHYAMAINA,Aravinda Sametha Veera Raghava,Reddamma Thalli
Aravinda Sametha Veera Raghava,Who is the music director for the song with the lyrics snippet 'Bangaru thalli; Sathyamaina peddha reddemma..; Sathyamaina peddha reddemma..'?,SSTHAMAN,Aravinda Sametha Veera Raghava,Reddamma Thalli
Aravinda Sametha Veera Raghava,Who penned the lyrics to the song with the lyrics snippet 'Bangaru thalli; Sathyamaina peddha reddemma..; Sathyamaina peddha reddemma..'?,PENCHALDAS,Aravinda Sametha Veera Raghava,Reddamma Thalli
Aravinda Sametha Veera Raghava,Which movie has the song with the following lyrics snippet from: 'Bangaru thalli; Sathyamaina peddha reddemma..; Sathyamaina peddha reddemma..'?,ARAVINDASAMETHAVEERARAGHAVA,Aravinda Sametha Veera Raghava,Reddamma Thalli
Aravinda Sametha Veera Raghava,Who sang the song with the lyrics snippet 'Bangaru thalli; Sathyamaina peddha reddemma..; Sathyamaina peddha reddemma..'?,MOHANABHOGARAJU,Aravinda Sametha Veera Raghava,Reddamma Thalli
Aravinda Sametha Veera Raghava,Complete the lyric: 'Sathyamaina peddha reddemma..; ___ peddha reddemma..; Sathyamaina peddha reddemma..',SATHYAMAINA,Aravinda Sametha Veera Raghava,Reddamma Thalli
Aravinda Sametha Veera Raghava,Who is the music director for the song with the lyrics snippet 'Sathyamaina peddha reddemma..; Sathyamaina peddha reddemma..; Sathyamaina peddha reddemma..'?,SSTHAMAN,Aravinda Sametha Veera Raghava,Reddamma Thalli
Aravinda Sametha Veera Raghava,Who penned the lyrics to the song with the lyrics snippet 'Sathyamaina peddha reddemma..; Sathyamaina peddha reddemma..; Sathyamaina peddha reddemma..'?,PENCHALDAS,Aravinda Sametha Veera Raghava,Reddamma Thalli
Aravinda Sametha Veera Raghava,Which movie has the song with the following lyrics snippet from: 'Sathyamaina peddha reddemma..; Sathyamaina peddha reddemma..; Sathyamaina peddha reddemma..'?,ARAVINDASAMETHAVEERARAGHAVA,Aravinda Sametha Veera Raghava,Reddamma Thalli
Aravinda Sametha Veera Raghava,Who sang the song with the lyrics snippet 'Sathyamaina peddha reddemma..; Sathyamaina peddha reddemma..; Sathyamaina peddha reddemma..'?,MOHANABHOGARAJU,Aravinda Sametha Veera Raghava,Reddamma Thalli
Aravinda Sametha Veera Raghava,Complete the lyric: 'Palavareni duvvenamma; Sikku deesi ___ pettamma; Reddemma thalli',KOPPE,Aravinda Sametha Veera Raghava,Reddamma Thalli
Aravinda Sametha Veera Raghava,Who is the music director for the song with the lyrics snippet 'Palavareni duvvenamma; Sikku deesi koppe pettamma; Reddemma thalli'?,SSTHAMAN,Aravinda Sametha Veera Raghava,Reddamma Thalli
Aravinda Sametha Veera Raghava,Who penned the lyrics to the song with the lyrics snippet 'Palavareni duvvenamma; Sikku deesi koppe pettamma; Reddemma thalli'?,PENCHALDAS,Aravinda Sametha Veera Raghava,Reddamma Thalli
Aravinda Sametha Veera Raghava,Which movie has the song with the following lyrics snippet from: 'Palavareni duvvenamma; Sikku deesi koppe pettamma; Reddemma thalli'?,ARAVINDASAMETHAVEERARAGHAVA,Aravinda Sametha Veera Raghava,Reddamma Thalli
Aravinda Sametha Veera Raghava,Who sang the song with the lyrics snippet 'Palavareni duvvenamma; Sikku deesi koppe pettamma; Reddemma thalli'?,MOHANABHOGARAJU,Aravinda Sametha Veera Raghava,Reddamma Thalli
Bhaagamathie,Complete the lyric: 'Alanai neelo nenne; Okatai odhige kshaname adhi premena; ___ maripisthu',KAALAALANE,Bhaagamathie,Mandaara
Bhaagamathie,Who is the music director for the song with the lyrics snippet 'Alanai neelo nenne; Okatai odhige kshaname adhi premena; Kaalaalane maripisthu'?,SSTHAMAN,Bhaagamathie,Mandaara
Bhaagamathie,Who penned the lyrics to the song with the lyrics snippet 'Alanai neelo nenne; Okatai odhige kshaname adhi premena; Kaalaalane maripisthu'?,SREEJO,Bhaagamathie,Mandaara
Bhaagamathie,Which movie has the song with the following lyrics snippet from: 'Alanai neelo nenne; Okatai odhige kshaname adhi premena; Kaalaalane maripisthu'?,BHAAGAMATHIE,Bhaagamathie,Mandaara
Bhaagamathie,Who sang the song with the lyrics snippet 'Alanai neelo nenne; Okatai odhige kshaname adhi premena; Kaalaalane maripisthu'?,SHREYAGHOSHAL,Bhaagamathie,Mandaara
Bhaagamathie,Complete the lyric: 'Karige thellaarela; Kiranaale nanne ___ Kallara kallara',CHERELA,Bhaagamathie,Mandaara
Bhaagamathie,Who is the music director for the song with the lyrics snippet 'Karige thellaarela; Kiranaale nanne cherela; Kallara kallara'?,SSTHAMAN,Bhaagamathie,Mandaara
Bhaagamathie,Who penned the lyrics to the song with the lyrics snippet 'Karige thellaarela; Kiranaale nanne cherela; Kallara kallara'?,SREEJO,Bhaagamathie,Mandaara
Bhaagamathie,Which movie has the song with the following lyrics snippet from: 'Karige thellaarela; Kiranaale nanne cherela; Kallara kallara'?,BHAAGAMATHIE,Bhaagamathie,Mandaara
Bhaagamathie,Who sang the song with the lyrics snippet 'Karige thellaarela; Kiranaale nanne cherela; Kallara kallara'?,SHREYAGHOSHAL,Bhaagamathie,Mandaara
Bhaagamathie,Complete the lyric: 'Mandaara mandaara; Karige thellaarela; ___ nanne cherelaa',KIRANAALE,Bhaagamathie,Mandaara
Bhaagamathie,Who is the music director for the song with the lyrics snippet 'Mandaara mandaara; Karige thellaarela; Kiranaale nanne cherelaa'?,SSTHAMAN,Bhaagamathie,Mandaara
Bhaagamathie,Who penned the lyrics to the song with the lyrics snippet 'Mandaara mandaara; Karige thellaarela; Kiranaale nanne cherelaa'?,SREEJO,Bhaagamathie,Mandaara
Bhaagamathie,Which movie has the song with the following lyrics snippet from: 'Mandaara mandaara; Karige thellaarela; Kiranaale nanne cherelaa'?,BHAAGAMATHIE,Bhaagamathie,Mandaara
Bhaagamathie,Who sang the song with the lyrics snippet 'Mandaara mandaara; Karige thellaarela; Kiranaale nanne cherelaa'?,SHREYAGHOSHAL,Bhaagamathie,Mandaara
Bharat Ane Nenu,Complete the lyric: 'O vasumathi; oh oh vasumathi; Aa sooreedu thoti ___ cheyyana',MANTHANAALU,Bharat Ane Nenu,O Vasumathi
Bharat Ane Nenu,Who is the music director for the song with the lyrics snippet 'O vasumathi; oh oh vasumathi; Aa sooreedu thoti manthanaalu cheyyana'?,DEVISRIPRASAD,Bharat Ane Nenu,O Vasumathi
Bharat Ane Nenu,Who penned the lyrics to the song with the lyrics snippet 'O vasumathi; oh oh vasumathi; Aa sooreedu thoti manthanaalu cheyyana'?,RAMAJOGAYYASASTRY,Bharat Ane Nenu,O Vasumathi
Bharat Ane Nenu,Which movie has the song with the following lyrics snippet from: 'O vasumathi; oh oh vasumathi; Aa sooreedu thoti manthanaalu cheyyana'?,BHARATANENENU,Bharat Ane Nenu,O Vasumathi
Bharat Ane Nenu,Complete the lyric: 'Vayyaari vasumathi; Ayyayyo adigilope ___ anumathi; Nuvve naaku veyyi kotla bahumathi',ICCHINAAVE,Bharat Ane Nenu,O Vasumathi
Bharat Ane Nenu,Who is the music director for the song with the lyrics snippet 'Vayyaari vasumathi; Ayyayyo adigilope icchinaave anumathi; Nuvve naaku veyyi kotla bahumathi'?,DEVISRIPRASAD,Bharat Ane Nenu,O Vasumathi
Bharat Ane Nenu,Who penned the lyrics to the song with the lyrics snippet 'Vayyaari vasumathi; Ayyayyo adigilope icchinaave anumathi; Nuvve naaku veyyi kotla bahumathi'?,RAMAJOGAYYASASTRY,Bharat Ane Nenu,O Vasumathi
Bharat Ane Nenu,Which movie has the song with the following lyrics snippet from: 'Vayyaari vasumathi; Ayyayyo adigilope icchinaave anumathi; Nuvve naaku veyyi kotla bahumathi'?,BHARATANENENU,Bharat Ane Nenu,O Vasumathi
Bharat Ane Nenu,Complete the lyric: 'Sekanu kokati kaanuka cheyna; Vaana villuni bongaramalle; Malichi ___ kona veluki thodigenaa',NEE,Bharat Ane Nenu,O Vasumathi
Bharat Ane Nenu,Who is the music director for the song with the lyrics snippet 'Sekanu kokati kaanuka cheyna; Vaana villuni bongaramalle; Malichi nee kona veluki thodigenaa'?,DEVISRIPRASAD,Bharat Ane Nenu,O Vasumathi
Bharat Ane Nenu,Who penned the lyrics to the song with the lyrics snippet 'Sekanu kokati kaanuka cheyna; Vaana villuni bongaramalle; Malichi nee kona veluki thodigenaa'?,RAMAJOGAYYASASTRY,Bharat Ane Nenu,O Vasumathi
Bharat Ane Nenu,Which movie has the song with the following lyrics snippet from: 'Sekanu kokati kaanuka cheyna; Vaana villuni bongaramalle; Malichi nee kona veluki thodigenaa'?,BHARATANENENU,Bharat Ane Nenu,O Vasumathi
Bharat Ane Nenu,Complete the lyric: 'Kanulu kalalu merisipoye goppa vaarthe idhi; ___ nannu yuvaraanila; Choosey roju mundhundhi',JANAMANTHA,Bharat Ane Nenu,Ide Kalala Vunnadhe
Bharat Ane Nenu,Who is the music director for the song with the lyrics snippet 'Kanulu kalalu merisipoye goppa vaarthe idhi; Janamantha nannu yuvaraanila; Choosey roju mundhundhi'?,DEVISRIPRASAD,Bharat Ane Nenu,Ide Kalala Vunnadhe
Bharat Ane Nenu,Who penned the lyrics to the song with the lyrics snippet 'Kanulu kalalu merisipoye goppa vaarthe idhi; Janamantha nannu yuvaraanila; Choosey roju mundhundhi'?,RAMAJOGAYYASASTRY,Bharat Ane Nenu,Ide Kalala Vunnadhe
Bharat Ane Nenu,Which movie has the song with the following lyrics snippet from: 'Kanulu kalalu merisipoye goppa vaarthe idhi; Janamantha nannu yuvaraanila; Choosey roju mundhundhi'?,BHARATANENENU,Bharat Ane Nenu,Ide Kalala Vunnadhe
Bharat Ane Nenu,Who sang the song with the lyrics snippet 'Kanulu kalalu merisipoye goppa vaarthe idhi; Janamantha nannu yuvaraanila; Choosey roju mundhundhi'?,ANDREAJEREMIAH,Bharat Ane Nenu,Ide Kalala Vunnadhe
Bharat Ane Nenu,Complete the lyric: 'Evvaru choodani yekanthamlo naatho untaade; Thanatho nenena ___ panilona; Eppatikappudu aascharyamlo munchesthuntaade',ANIPINCHE,Bharat Ane Nenu,Ide Kalala Vunnadhe
Bharat Ane Nenu,Who is the music director for the song with the lyrics snippet 'Evvaru choodani yekanthamlo naatho untaade; Thanatho nenena anipinche panilona; Eppatikappudu aascharyamlo munchesthuntaade'?,DEVISRIPRASAD,Bharat Ane Nenu,Ide Kalala Vunnadhe
Bharat Ane Nenu,Who penned the lyrics to the song with the lyrics snippet 'Evvaru choodani yekanthamlo naatho untaade; Thanatho nenena anipinche panilona; Eppatikappudu aascharyamlo munchesthuntaade'?,RAMAJOGAYYASASTRY,Bharat Ane Nenu,Ide Kalala Vunnadhe
Bharat Ane Nenu,Which movie has the song with the following lyrics snippet from: 'Evvaru choodani yekanthamlo naatho untaade; Thanatho nenena anipinche panilona; Eppatikappudu aascharyamlo munchesthuntaade'?,BHARATANENENU,Bharat Ane Nenu,Ide Kalala Vunnadhe
Bharat Ane Nenu,Who sang the song with the lyrics snippet 'Evvaru choodani yekanthamlo naatho untaade; Thanatho nenena anipinche panilona; Eppatikappudu aascharyamlo munchesthuntaade'?,ANDREAJEREMIAH,Bharat Ane Nenu,Ide Kalala Vunnadhe
Bharat Ane Nenu,Complete the lyric: 'Sudi gaalai nannu chuttesindho; O andhagaadi kanu ___ Arere idi kalala unnadhe',CHUPU,Bharat Ane Nenu,Ide Kalala Vunnadhe
